,dateRep,continentExp,cases,deaths
709,4/1/20,Amérique du Nord,26231,917
710,4/1/20,Amérique latine,2480,94
711,4/1/20,Asie du Sud-Est,266,19
712,4/1/20,Europe,40813,3455
713,4/1/20,Méditerranée orientale,4144,164
714,4/1/20,Pacifique occidental,417,10
715,4/10/20,Afrique,564,34
716,4/10/20,Amérique du Nord,35635,1967
717,4/10/20,Amérique latine,4833,260
718,4/10/20,Asie du Sud-Est,1184,75
719,4/10/20,Europe,40368,4903
720,4/10/20,Méditerranée orientale,3287,151
721,4/10/20,Pacifique occidental,1393,34
722,4/11/20,Afrique,455,34
723,4/11/20,Amérique du Nord,37315,2186
724,4/11/20,Amérique latine,6153,220
725,4/11/20,Asie du Sud-Est,1401,74
726,4/11/20,Europe,39660,4323
727,4/11/20,Méditerranée orientale,3561,163
728,4/11/20,Pacifique occidental,967,16
729,4/12/20,Afrique,416,33
730,4/12/20,Amérique du Nord,29934,1955
731,4/12/20,Amérique latine,3585,156
732,4/12/20,Asie du Sud-Est,1335,61
733,4/12/20,Europe,34435,3623
734,4/12/20,Méditerranée orientale,3704,173
735,4/12/20,Pacifique occidental,1905,64
736,4/13/20,Afrique,561,22
737,4/13/20,Amérique du Nord,29126,1587
738,4/13/20,Amérique latine,3387,208
739,4/13/20,Asie du Sud-Est,1387,88
740,4/13/20,Europe,29093,3200
741,4/13/20,Méditerranée orientale,3668,163
742,4/13/20,Pacifique occidental,1306,67
743,4/14/20,Afrique,428,28
744,4/14/20,Amérique du Nord,26674,1640
745,4/14/20,Amérique latine,2252,153
746,4/14/20,Asie du Sud-Est,1776,63
747,4/14/20,Europe,28218,3323
748,4/14/20,Méditerranée orientale,3994,148
749,4/14/20,Pacifique occidental,1378,36
750,4/15/20,Afrique,572,26
751,4/15/20,Amérique du Nord,28690,2605
752,4/15/20,Amérique latine,5794,289
753,4/15/20,Asie du Sud-Est,1628,107
754,4/15/20,Europe,34696,4412
755,4/15/20,Méditerranée orientale,3714,139
756,4/15/20,Pacifique occidental,1402,40
757,4/16/20,Afrique,533,25
758,4/16/20,Amérique du Nord,31914,5078
759,4/16/20,Amérique latine,5745,302
760,4/16/20,Asie du Sud-Est,1491,54
761,4/16/20,Europe,33349,4859
762,4/16/20,Méditerranée orientale,3952,135
763,4/16/20,Pacifique occidental,1364,38
764,4/17/20,Afrique,460,36
765,4/17/20,Amérique du Nord,33834,2519
766,4/17/20,Amérique latine,4924,285
767,4/17/20,Asie du Sud-Est,1784,61
768,4/17/20,Europe,36497,4175
769,4/17/20,Méditerranée orientale,4390,132
770,4/17/20,Pacifique occidental,2052,1319
771,4/18/20,Afrique,897,37
772,4/18/20,Amérique du Nord,33202,3946
773,4/18/20,Amérique latine,6050,313
774,4/18/20,Asie du Sud-Est,1697,83
775,4/18/20,Europe,33545,3920
776,4/18/20,Méditerranée orientale,4755,123
777,4/18/20,Pacifique occidental,1633,40
778,4/19/20,Afrique,796,13
779,4/19/20,Amérique du Nord,35013,2118
780,4/19/20,Amérique latine,5752,349
781,4/19/20,Asie du Sud-Est,2028,51
782,4/19/20,Europe,29631,3694
783,4/19/20,Méditerranée orientale,4485,124
784,4/19/20,Pacifique occidental,1858,24
785,4/2/20,Afrique,494,26
786,4/2/20,Amérique du Nord,28325,1080
787,4/2/20,Amérique latine,3012,136
788,4/2/20,Asie du Sud-Est,864,39
789,4/2/20,Europe,39535,3548
790,4/2/20,Méditerranée orientale,3839,160
791,4/2/20,Pacifique occidental,1404,26
792,4/20/20,Afrique,808,43
793,4/20/20,Amérique du Nord,26801,1921
794,4/20/20,Amérique latine,5201,230
795,4/20/20,Asie du Sud-Est,2287,90
796,4/20/20,Europe,29443,2539
797,4/20/20,Méditerranée orientale,4696,140
798,4/20/20,Pacifique occidental,1326,26
799,4/21/20,Afrique,478,19
800,4/21/20,Amérique du Nord,30622,1993
801,4/21/20,Amérique latine,4678,243
802,4/21/20,Asie du Sud-Est,2077,65
803,4/21/20,Europe,28619,2955
804,4/21/20,Méditerranée orientale,5170,137
805,4/21/20,Pacifique occidental,2091,37
806,4/22/20,Afrique,850,18
807,4/22/20,Amérique du Nord,39608,2813
808,4/22/20,Amérique latine,5317,268
809,4/22/20,Asie du Sud-Est,2248,86
810,4/22/20,Europe,32196,3907
811,4/22/20,Méditerranée orientale,4702,134
812,4/22/20,Pacifique occidental,1744,17
813,4/23/20,Afrique,831,32
814,4/23/20,Amérique du Nord,20397,1974
815,4/23/20,Amérique latine,6008,290
816,4/23/20,Asie du Sud-Est,2140,72
817,4/23/20,Europe,31441,3327
818,4/23/20,Méditerranée orientale,4044,124
819,4/23/20,Pacifique occidental,1483,116
820,4/24/20,Afrique,1081,35
821,4/24/20,Amérique du Nord,29552,3450
822,4/24/20,Amérique latine,7195,517
823,4/24/20,Asie du Sud-Est,2526,56
824,4/24/20,Europe,30428,3074
825,4/24/20,Méditerranée orientale,5820,153
826,4/24/20,Pacifique occidental,1883,50
827,4/25/20,Afrique,1201,22
828,4/25/20,Amérique du Nord,24369,1362
829,4/25/20,Amérique latine,5810,481
830,4/25/20,Asie du Sud-Est,2467,103
831,4/25/20,Europe,31304,3198
832,4/25/20,Méditerranée orientale,5743,155
833,4/25/20,Pacifique occidental,1898,38
834,4/26/20,Afrique,742,27
835,4/26/20,Amérique du Nord,50963,2419
836,4/26/20,Amérique latine,11074,484
837,4/26/20,Asie du Sud-Est,2816,90
838,4/26/20,Europe,27489,2968
839,4/26/20,Méditerranée orientale,5594,135
840,4/26/20,Pacifique occidental,1104,37
841,4/27/20,Afrique,1169,26
842,4/27/20,Amérique du Nord,29235,1828
843,4/27/20,Amérique latine,18576,261
844,4/27/20,Asie du Sud-Est,2230,76
845,4/27/20,Europe,23657,1605
846,4/27/20,Méditerranée orientale,5328,103
847,4/27/20,Pacifique occidental,1482,15
848,4/28/20,Afrique,784,19
849,4/28/20,Amérique du Nord,24998,1599
850,4/28/20,Amérique latine,7719,518
851,4/28/20,Asie du Sud-Est,2335,94
852,4/28/20,Europe,23047,2462
853,4/28/20,Méditerranée orientale,5652,166
854,4/28/20,Pacifique occidental,1285,40
855,4/29/20,Afrique,1242,23
856,4/29/20,Amérique du Nord,26881,2397
857,4/29/20,Amérique latine,10615,819
858,4/29/20,Asie du Sud-Est,2929,84
859,4/29/20,Europe,24161,3055
860,4/29/20,Méditerranée orientale,5383,148
861,4/29/20,Pacifique occidental,1043,39
862,4/3/20,Afrique,443,17
863,4/3/20,Amérique du Nord,30624,957
864,4/3/20,Amérique latine,2453,88
865,4/3/20,Asie du Sud-Est,564,23
866,4/3/20,Europe,38027,3748
867,4/3/20,Méditerranée orientale,3860,153
868,4/3/20,Pacifique occidental,1487,40
869,4/30/20,Afrique,1387,40
870,4/30/20,Amérique du Nord,29945,2911
871,4/30/20,Amérique latine,11061,595
872,4/30/20,Asie du Sud-Est,2700,87
873,4/30/20,Europe,26682,2728
874,4/30/20,Méditerranée orientale,5734,145
875,4/30/20,Pacifique occidental,1293,57
876,4/4/20,Afrique,625,49
877,4/4/20,Amérique du Nord,33854,1163
878,4/4/20,Amérique latine,2661,124
879,4/4/20,Asie du Sud-Est,909,28
880,4/4/20,Europe,41990,5368
881,4/4/20,Méditerranée orientale,240,1
882,4/4/20,Pacifique occidental,1551,53
883,4/5/20,Afrique,453,40
884,4/5/20,Amérique du Nord,35837,1407
885,4/5/20,Amérique latine,2647,159
886,4/5/20,Asie du Sud-Est,787,26
887,4/5/20,Europe,37305,4294
888,4/5/20,Méditerranée orientale,7243,345
889,4/5/20,Pacifique occidental,971,27
890,4/6/20,Afrique,480,38
891,4/6/20,Amérique du Nord,27265,1210
892,4/6/20,Amérique latine,2615,115
893,4/6/20,Asie du Sud-Est,953,43
894,4/6/20,Europe,29250,3146
895,4/6/20,Méditerranée orientale,4644,197
896,4/6/20,Pacifique occidental,1069,22
897,4/7/20,Afrique,473,23
898,4/7/20,Amérique du Nord,32014,1416
899,4/7/20,Amérique latine,2175,125
900,4/7/20,Asie du Sud-Est,658,19
901,4/7/20,Europe,32506,3561
902,4/7/20,Méditerranée orientale,4043,170
903,4/7/20,Pacifique occidental,1119,31
904,4/8/20,Afrique,352,28
905,4/8/20,Amérique du Nord,32189,1979
906,4/8/20,Amérique latine,3380,205
907,4/8/20,Asie du Sud-Est,1179,57
908,4/8/20,Europe,35480,5112
909,4/8/20,Méditerranée orientale,3657,165
910,4/8/20,Pacifique occidental,1030,30
911,4/9/20,Afrique,550,29
912,4/9/20,Amérique du Nord,35110,2010
913,4/9/20,Amérique latine,5552,210
914,4/9/20,Asie du Sud-Est,870,44
915,4/9/20,Europe,38073,4099
916,4/9/20,Méditerranée orientale,3583,156
917,4/9/20,Pacifique occidental,1182,22
918,5/1/20,Afrique,1632,26
919,5/1/20,Amérique du Nord,32991,2355
920,5/1/20,Amérique latine,12942,632
921,5/1/20,Asie du Sud-Est,3118,87
922,5/1/20,Europe,27496,2365
923,5/1/20,Méditerranée orientale,6059,152
924,5/1/20,Pacifique occidental,1095,33
925,5/10/20,Afrique,1936,48
926,5/10/20,Amérique du Nord,28818,1931
927,5/10/20,Amérique latine,17211,899
928,5/10/20,Asie du Sud-Est,4617,153
929,5/10/20,Europe,26063,1231
930,5/10/20,Méditerranée orientale,9058,124
931,5/10/20,Pacifique occidental,1140,21
932,5/11/20,Afrique,1888,45
933,5/11/20,Amérique du Nord,22966,1024
934,5/11/20,Amérique latine,12946,1033
935,5/11/20,Asie du Sud-Est,5574,125
936,5/11/20,Europe,20531,1038
937,5/11/20,Méditerranée orientale,9542,139
938,5/11/20,Pacifique occidental,1247,23
939,5/12/20,Afrique,2340,44
940,5/12/20,Amérique du Nord,20555,1386
941,5/12/20,Amérique latine,10102,547
942,5/12/20,Asie du Sud-Est,4955,116
943,5/12/20,Europe,22058,1342
944,5/12/20,Méditerranée orientale,8796,120
945,5/12/20,Pacifique occidental,928,34
946,5/13/20,Afrique,2265,39
947,5/13/20,Amérique du Nord,25221,2232
948,5/13/20,Amérique latine,17132,1232
949,5/13/20,Asie du Sud-Est,5090,149
950,5/13/20,Europe,24613,1927
951,5/13/20,Méditerranée orientale,10529,127
952,5/13/20,Pacifique occidental,1363,51
953,5/14/20,Afrique,2379,65
954,5/14/20,Amérique du Nord,23765,2175
955,5/14/20,Amérique latine,20454,938
956,5/14/20,Asie du Sud-Est,5657,175
957,5/14/20,Europe,23091,1489
958,5/14/20,Méditerranée orientale,9811,132
959,5/14/20,Pacifique occidental,1100,44
960,5/15/20,Afrique,2426,54
961,5/15/20,Amérique du Nord,30675,2198
962,5/15/20,Amérique latine,22929,1044
963,5/15/20,Asie du Sud-Est,5658,129
964,5/15/20,Europe,23286,1639
965,5/15/20,Méditerranée orientale,10332,150
966,5/15/20,Pacifique occidental,1237,42
967,5/16/20,Afrique,2281,49
968,5/16/20,Amérique du Nord,29146,2042
969,5/16/20,Amérique latine,24909,1295
970,5/16/20,Asie du Sud-Est,5748,151
971,5/16/20,Europe,22843,1331
972,5/16/20,Méditerranée orientale,11071,158
973,5/16/20,Pacifique occidental,1221,33
974,5/17/20,Afrique,2327,41
975,5/17/20,Amérique du Nord,27850,1581
976,5/17/20,Amérique latine,24206,1104
977,5/17/20,Asie du Sud-Est,6536,150
978,5/17/20,Europe,20641,1182
979,5/17/20,Méditerranée orientale,10586,134
980,5/17/20,Pacifique occidental,789,33
981,5/18/20,Afrique,2281,35
982,5/18/20,Amérique du Nord,22086,1043
983,5/18/20,Amérique latine,16446,728
984,5/18/20,Asie du Sud-Est,7059,231
985,5/18/20,Europe,18828,716
986,5/18/20,Méditerranée orientale,11831,132
987,5/18/20,Pacifique occidental,972,13
988,5/19/20,Afrique,2193,44
989,5/19/20,Amérique du Nord,25325,1006
990,5/19/20,Amérique latine,21032,964
991,5/19/20,Asie du Sud-Est,7169,198
992,5/19/20,Europe,18120,903
993,5/19/20,Méditerranée orientale,11866,163
994,5/19/20,Pacifique occidental,662,22
995,5/2/20,Afrique,1389,39
996,5/2/20,Amérique du Nord,37295,2382
997,5/2/20,Amérique latine,13579,724
998,5/2/20,Asie du Sud-Est,3347,81
999,5/2/20,Europe,25247,2173
1000,5/2/20,Méditerranée orientale,6245,135
1001,5/2/20,Pacifique occidental,1565,43
1002,5/20/20,Afrique,2438,54
1003,5/20/20,Amérique du Nord,23723,1972
1004,5/20/20,Amérique latine,28729,1439
1005,5/20/20,Asie du Sud-Est,7452,191
1006,5/20/20,Europe,20090,1354
1007,5/20/20,Méditerranée orientale,12338,159
1008,5/20/20,Pacifique occidental,774,15
1009,5/21/20,Afrique,2245,57
1010,5/21/20,Amérique du Nord,26523,2060
1011,5/21/20,Amérique latine,31794,1138
1012,5/21/20,Asie du Sud-Est,8011,169
1013,5/21/20,Europe,20573,1118
1014,5/21/20,Méditerranée orientale,13224,164
1015,5/21/20,Pacifique occidental,957,13
1016,5/22/20,Afrique,3365,79
1017,5/22/20,Amérique du Nord,29629,1805
1018,5/22/20,Amérique latine,30241,1479
1019,5/22/20,Asie du Sud-Est,8937,207
1020,5/22/20,Europe,20840,1612
1021,5/22/20,Méditerranée orientale,13931,184
1022,5/22/20,Pacifique occidental,837,24
1023,5/23/20,Afrique,2487,55
1024,5/23/20,Amérique du Nord,28263,1882
1025,5/23/20,Amérique latine,32069,1353
1026,5/23/20,Asie du Sud-Est,9122,209
1027,5/23/20,Europe,19714,958
1028,5/23/20,Méditerranée orientale,13227,162
1029,5/23/20,Pacifique occidental,918,27
1030,5/24/20,Afrique,3285,35
1031,5/24/20,Amérique du Nord,25706,1375
1032,5/24/20,Amérique latine,28222,1245
1033,5/24/20,Asie du Sud-Est,9675,192
1034,5/24/20,Europe,19168,863
1035,5/24/20,Méditerranée orientale,13047,188
1036,5/24/20,Pacifique occidental,924,19
1037,5/25/20,Afrique,3070,52
1038,5/25/20,Amérique du Nord,24410,917
1039,5/25/20,Amérique latine,27726,850
1040,5/25/20,Asie du Sud-Est,9179,204
1041,5/25/20,Europe,16030,-1092
1042,5/25/20,Méditerranée orientale,11812,159
1043,5/25/20,Pacifique occidental,928,16
1044,5/26/20,Afrique,2569,91
1045,5/26/20,Amérique du Nord,22561,860
1046,5/26/20,Amérique latine,24800,1184
1047,5/26/20,Asie du Sud-Est,9135,188
1048,5/26/20,Europe,17932,879
1049,5/26/20,Méditerranée orientale,10968,143
1050,5/26/20,Pacifique occidental,878,23
1051,5/27/20,Afrique,2909,90
1052,5/27/20,Amérique du Nord,23301,1291
1053,5/27/20,Amérique latine,29821,1341
1054,5/27/20,Asie du Sud-Est,8244,219
1055,5/27/20,Europe,17715,761
1056,5/27/20,Méditerranée orientale,10776,144
1057,5/27/20,Pacifique occidental,1015,25
1058,5/28/20,Afrique,3476,63
1059,5/28/20,Amérique du Nord,23056,2115
1060,5/28/20,Amérique latine,35826,1460
1061,5/28/20,Asie du Sud-Est,9086,271
1062,5/28/20,Europe,18212,1045
1063,5/28/20,Méditerranée orientale,12132,169
1064,5/28/20,Pacifique occidental,1031,20
1065,5/29/20,Afrique,3043,50
1066,5/29/20,Amérique du Nord,26187,1734
1067,5/29/20,Amérique latine,41475,1432
1068,5/29/20,Asie du Sud-Est,10469,214
1069,5/29/20,Europe,22462,961
1070,5/29/20,Méditerranée orientale,13791,218
1071,5/29/20,Pacifique occidental,1079,33
1072,5/3/20,Afrique,1315,45
1073,5/3/20,Amérique du Nord,32290,1581
1074,5/3/20,Amérique latine,11432,870
1075,5/3/20,Asie du Sud-Est,3537,119
1076,5/3/20,Europe,25219,1995
1077,5/3/20,Méditerranée orientale,5794,139
1078,5/3/20,Pacifique occidental,1041,59
1079,5/30/20,Afrique,4300,61
1080,5/30/20,Amérique du Nord,29470,1692
1081,5/30/20,Amérique latine,41371,1410
1082,5/30/20,Asie du Sud-Est,11472,313
1083,5/30/20,Europe,19167,886
1084,5/30/20,Méditerranée orientale,14363,258
1085,5/30/20,Pacifique occidental,1926,33
1086,5/31/20,Afrique,4376,80
1087,5/31/20,Amérique du Nord,26954,1403
1088,5/31/20,Amérique latine,50077,1245
1089,5/31/20,Asie du Sud-Est,11048,274
1090,5/31/20,Europe,18974,720
1091,5/31/20,Méditerranée orientale,15291,276
1092,5/31/20,Pacifique occidental,1218,14
1093,5/4/20,Afrique,1072,23
1094,5/4/20,Amérique du Nord,29115,1506
1095,5/4/20,Amérique latine,12691,619
1096,5/4/20,Asie du Sud-Est,3611,88
1097,5/4/20,Europe,23036,1321
1098,5/4/20,Méditerranée orientale,6311,120
1099,5/4/20,Pacifique occidental,1329,29
1100,5/5/20,Afrique,2156,30
1101,5/5/20,Amérique du Nord,25325,1541
1102,5/5/20,Amérique latine,12661,431
1103,5/5/20,Asie du Sud-Est,5075,220
1104,5/5/20,Europe,23537,1595
1105,5/5/20,Méditerranée orientale,6686,140
1106,5/5/20,Pacifique occidental,1096,29
1107,5/6/20,Afrique,1335,44
1108,5/6/20,Amérique du Nord,26235,2569
1109,5/6/20,Amérique latine,13682,765
1110,5/6/20,Asie du Sud-Est,4267,136
1111,5/6/20,Europe,24762,2247
1112,5/6/20,Méditerranée orientale,7387,156
1113,5/6/20,Pacifique occidental,1015,40
1114,5/7/20,Afrique,1777,72
1115,5/7/20,Amérique du Nord,27187,2739
1116,5/7/20,Amérique latine,14303,817
1117,5/7/20,Asie du Sud-Est,4807,117
1118,5/7/20,Europe,30117,2170
1119,5/7/20,Méditerranée orientale,8066,175
1120,5/7/20,Pacifique occidental,1300,34
1121,5/8/20,Afrique,1749,45
1122,5/8/20,Amérique du Nord,31777,2672
1123,5/8/20,Amérique latine,17705,808
1124,5/8/20,Asie du Sud-Est,4505,152
1125,5/8/20,Europe,27392,1788
1126,5/8/20,Méditerranée orientale,8031,144
1127,5/8/20,Pacifique occidental,1265,33
1128,5/9/20,Afrique,2885,45
1129,5/9/20,Amérique du Nord,30375,1870
1130,5/9/20,Amérique latine,15489,958
1131,5/9/20,Asie du Sud-Est,4387,115
1132,5/9/20,Europe,26047,1928
1133,5/9/20,Méditerranée orientale,8954,141
1134,5/9/20,Pacifique occidental,1074,55
1135,6/1/20,Afrique,3338,73
1136,6/1/20,Amérique du Nord,23716,975
1137,6/1/20,Amérique latine,34459,792
1138,6/1/20,Asie du Sud-Est,11926,312
1139,6/1/20,Europe,16574,488
1140,6/1/20,Méditerranée orientale,15160,264
1141,6/1/20,Pacifique occidental,1543,9
1142,6/10/20,Afrique,4889,130
1143,6/10/20,Amérique du Nord,23273,1657
1144,6/10/20,Amérique latine,45906,1653
1145,6/10/20,Asie du Sud-Est,14558,365
1146,6/10/20,Europe,17543,735
1147,6/10/20,Méditerranée orientale,18225,302
1148,6/10/20,Pacifique occidental,843,11
1149,6/11/20,Afrique,4699,101
1150,6/11/20,Amérique du Nord,25969,1689
1151,6/11/20,Amérique latine,50308,1844
1152,6/11/20,Asie du Sud-Est,14741,430
1153,6/11/20,Europe,18420,716
1154,6/11/20,Méditerranée orientale,19416,339
1155,6/11/20,Pacifique occidental,1301,12
1156,6/12/20,Afrique,5319,110
1157,6/12/20,Amérique du Nord,28078,1517
1158,6/12/20,Amérique latine,46809,1719
1159,6/12/20,Asie du Sud-Est,15406,474
1160,6/12/20,Europe,19511,502
1161,6/12/20,Méditerranée orientale,20021,362
1162,6/12/20,Pacifique occidental,1011,12
1163,6/13/20,Afrique,6755,188
1164,6/13/20,Amérique du Nord,31274,1408
1165,6/13/20,Amérique latine,48029,1642
1166,6/13/20,Asie du Sud-Est,16522,481
1167,6/13/20,Europe,19640,564
1168,6/13/20,Méditerranée orientale,21179,346
1169,6/13/20,Pacifique occidental,1227,19
1170,6/14/20,Afrique,6491,128
1171,6/14/20,Amérique du Nord,29501,1249
1172,6/14/20,Amérique latine,40349,1506
1173,6/14/20,Asie du Sud-Est,16095,400
1174,6/14/20,Europe,19153,480
1175,6/14/20,Méditerranée orientale,20673,351
1176,6/14/20,Pacifique occidental,1150,25
1177,6/15/20,Afrique,7259,106
1178,6/15/20,Amérique du Nord,24067,604
1179,6/15/20,Amérique latine,35483,1214
1180,6/15/20,Asie du Sud-Est,15954,401
1181,6/15/20,Europe,17679,351
1182,6/15/20,Méditerranée orientale,19626,466
1183,6/15/20,Pacifique occidental,1128,15
1184,6/16/20,Afrique,6219,138
1185,6/16/20,Amérique du Nord,23744,863
1186,6/16/20,Amérique latine,35826,1030
1187,6/16/20,Asie du Sud-Est,15281,482
1188,6/16/20,Europe,17495,381
1189,6/16/20,Méditerranée orientale,19003,471
1190,6/16/20,Pacifique occidental,927,13
1191,6/17/20,Afrique,5221,126
1192,6/17/20,Amérique du Nord,28624,1604
1193,6/17/20,Amérique latine,51251,1731
1194,6/17/20,Asie du Sud-Est,16361,2089
1195,6/17/20,Europe,18858,656
1196,6/17/20,Méditerranée orientale,20495,502
1197,6/17/20,Pacifique occidental,666,11
1198,6/18/20,Afrique,6739,103
1199,6/18/20,Amérique du Nord,30875,1565
1200,6/18/20,Amérique latine,79873,1914
1201,6/18/20,Asie du Sud-Est,18548,423
1202,6/18/20,Europe,19855,597
1203,6/18/20,Méditerranée orientale,20092,488
1204,6/18/20,Pacifique occidental,882,10
1205,6/19/20,Afrique,7012,116
1206,6/19/20,Amérique du Nord,33791,1430
1207,6/19/20,Amérique latine,38601,1908
1208,6/19/20,Asie du Sud-Est,19454,439
1209,6/19/20,Europe,19247,1868
1210,6/19/20,Méditerranée orientale,19316,506
1211,6/19/20,Pacifique occidental,1029,8
1212,6/2/20,Afrique,3636,63
1213,6/2/20,Amérique du Nord,24615,1032
1214,6/2/20,Amérique latine,27351,949
1215,6/2/20,Asie du Sud-Est,11316,256
1216,6/2/20,Europe,16529,561
1217,6/2/20,Méditerranée orientale,15747,278
1218,6/2/20,Pacifique occidental,1100,7
1219,6/20/20,Afrique,7384,187
1220,6/20/20,Amérique du Nord,35348,1371
1221,6/20/20,Amérique latine,76277,1964
1222,6/20/20,Asie du Sud-Est,19248,454
1223,6/20/20,Europe,19465,510
1224,6/20/20,Méditerranée orientale,21598,514
1225,6/20/20,Pacifique occidental,991,31
1226,6/21/20,Afrique,8850,128
1227,6/21/20,Amérique du Nord,39265,1058
1228,6/21/20,Amérique latine,52873,1653
1229,6/21/20,Asie du Sud-Est,20249,399
1230,6/21/20,Europe,18724,347
1231,6/21/20,Méditerranée orientale,19046,510
1232,6/21/20,Pacifique occidental,1310,21
1233,6/22/20,Afrique,7797,101
1234,6/22/20,Amérique du Nord,31454,1320
1235,6/22/20,Amérique latine,35679,1244
1236,6/22/20,Asie du Sud-Est,19655,521
1237,6/22/20,Europe,16253,309
1238,6/22/20,Méditerranée orientale,17242,451
1239,6/22/20,Pacifique occidental,1118,20
1240,6/23/20,Afrique,7226,118
1241,6/23/20,Amérique du Nord,36278,1192
1242,6/23/20,Amérique latine,34918,906
1243,6/23/20,Asie du Sud-Est,19387,385
1244,6/23/20,Europe,16857,321
1245,6/23/20,Méditerranée orientale,18539,463
1246,6/23/20,Pacifique occidental,1034,11
1247,6/24/20,Afrique,7407,174
1248,6/24/20,Amérique du Nord,41334,1637
1249,6/24/20,Amérique latine,56715,1997
1250,6/24/20,Asie du Sud-Est,20499,543
1251,6/24/20,Europe,18638,532
1252,6/24/20,Méditerranée orientale,17875,449
1253,6/24/20,Pacifique occidental,1424,18
1254,6/25/20,Afrique,8622,144
1255,6/25/20,Amérique du Nord,40055,1746
1256,6/25/20,Amérique latine,63782,1860
1257,6/25/20,Asie du Sud-Est,23235,493
1258,6/25/20,Europe,19853,406
1259,6/25/20,Méditerranée orientale,18607,541
1260,6/25/20,Pacifique occidental,840,25
1261,6/26/20,Afrique,10484,129
1262,6/26/20,Amérique du Nord,47422,3175
1263,6/26/20,Amérique latine,59887,1830
1264,6/26/20,Asie du Sud-Est,22879,496
1265,6/26/20,Europe,18712,445
1266,6/26/20,Méditerranée orientale,18253,492
1267,6/26/20,Pacifique occidental,1104,11
1268,6/27/20,Afrique,9096,103
1269,6/27/20,Amérique du Nord,51140,1346
1270,6/27/20,Amérique latine,63677,1750
1271,6/27/20,Asie du Sud-Est,24272,488
1272,6/27/20,Europe,20381,477
1273,6/27/20,Méditerranée orientale,18650,382
1274,6/27/20,Pacifique occidental,1456,14
1275,6/28/20,Afrique,10755,114
1276,6/28/20,Amérique du Nord,47134,1110
1277,6/28/20,Amérique latine,62677,1887
1278,6/28/20,Asie du Sud-Est,24840,481
1279,6/28/20,Europe,17424,406
1280,6/28/20,Méditerranée orientale,17941,581
1281,6/28/20,Pacifique occidental,1257,12
1282,6/29/20,Afrique,9776,95
1283,6/29/20,Amérique du Nord,42941,538
1284,6/29/20,Amérique latine,47041,1187
1285,6/29/20,Asie du Sud-Est,25508,458
1286,6/29/20,Europe,16212,327
1287,6/29/20,Méditerranée orientale,17646,455
1288,6/29/20,Pacifique occidental,1079,9
1289,6/3/20,Afrique,3351,93
1290,6/3/20,Amérique du Nord,25140,1573
1291,6/3/20,Amérique latine,37432,1523
1292,6/3/20,Asie du Sud-Est,12788,278
1293,6/3/20,Europe,16223,802
1294,6/3/20,Méditerranée orientale,16400,263
1295,6/3/20,Pacifique occidental,1053,13
1296,6/30/20,Afrique,8884,130
1297,6/30/20,Amérique du Nord,46029,853
1298,6/30/20,Amérique latine,43454,1311
1299,6/30/20,Asie du Sud-Est,24122,515
1300,6/30/20,Europe,17661,340
1301,6/30/20,Méditerranée orientale,16552,546
1302,6/30/20,Pacifique occidental,1456,11
1303,6/4/20,Afrique,3362,50
1304,6/4/20,Amérique du Nord,24286,2188
1305,6/4/20,Amérique latine,47816,1861
1306,6/4/20,Asie du Sud-Est,12978,333
1307,6/4/20,Europe,18116,789
1308,6/4/20,Méditerranée orientale,17457,282
1309,6/4/20,Pacifique occidental,1497,11
1310,6/5/20,Afrique,6049,113
1311,6/5/20,Amérique du Nord,26223,1992
1312,6/5/20,Amérique latine,44316,1789
1313,6/5/20,Asie du Sud-Est,13267,332
1314,6/5/20,Europe,19033,639
1315,6/5/20,Méditerranée orientale,16771,253
1316,6/5/20,Pacifique occidental,1265,14
1317,6/6/20,Afrique,5643,102
1318,6/6/20,Amérique du Nord,30133,1623
1319,6/6/20,Amérique latine,45435,1467
1320,6/6/20,Asie du Sud-Est,13713,374
1321,6/6/20,Europe,19031,762
1322,6/6/20,Méditerranée orientale,18326,301
1323,6/6/20,Pacifique occidental,909,11
1324,6/7/20,Afrique,4561,80
1325,6/7/20,Amérique du Nord,26538,1070
1326,6/7/20,Amérique latine,43347,1359
1327,6/7/20,Asie du Sud-Est,13642,353
1328,6/7/20,Europe,18348,624
1329,6/7/20,Méditerranée orientale,18355,292
1330,6/7/20,Pacifique occidental,1206,11
1331,6/8/20,Afrique,4111,84
1332,6/8/20,Amérique du Nord,26428,927
1333,6/8/20,Amérique latine,34620,1474
1334,6/8/20,Asie du Sud-Est,13978,301
1335,6/8/20,Europe,16434,411
1336,6/8/20,Méditerranée orientale,18216,305
1337,6/8/20,Pacifique occidental,1042,9
1338,6/9/20,Afrique,5251,124
1339,6/9/20,Amérique du Nord,22366,882
1340,6/9/20,Amérique latine,28440,1000
1341,6/9/20,Asie du Sud-Est,13919,406
1342,6/9/20,Europe,17207,477
1343,6/9/20,Méditerranée orientale,17381,316
1344,6/9/20,Pacifique occidental,1057,9
1345,7/1/20,Afrique,9550,181
1346,7/1/20,Amérique du Nord,49598,1943
1347,7/1/20,Amérique latine,51396,1870
1348,7/1/20,Asie du Sud-Est,23976,643
1349,7/1/20,Europe,36681,457
1350,7/1/20,Méditerranée orientale,19298,517
1351,7/1/20,Pacifique occidental,1586,13
1352,7/10/20,Afrique,17392,166
1353,7/10/20,Amérique du Nord,70655,1724
1354,7/10/20,Amérique latine,65399,1946
