dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
2020-04-25;25;4;2020;503;4;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;2.61582343
2020-04-24;24;4;2020;414;7;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;2.36497425
2020-04-23;23;4;2020;390;10;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;2.17975064
2020-04-22;22;4;2020;434;9;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;1.97367405
2020-04-21;21;4;2020;492;10;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;1.73263803
2020-04-20;20;4;2020;312;7;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;1.45234933
2020-04-19;19;4;2020;306;9;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;1.27203231
2020-04-18;18;4;2020;266;15;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;1.08987532
2020-04-17;17;4;2020;341;10;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.92979797
2020-04-16;16;4;2020;219;4;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.7218814
2020-04-15;15;4;2020;209;7;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.58940359
2020-04-14;14;4;2020;182;5;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.46244569
2020-04-13;13;4;2020;139;4;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.35082087
2020-04-12;12;4;2020;58;3;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.26618227
2020-04-11;11;4;2020;94;6;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.23060952
2020-04-10;10;4;2020;112;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.17295714
2020-04-09;9;4;2020;54;3;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.10978485
2020-04-08;8;4;2020;41;5;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.0766654
2020-04-07;7;4;2020;35;3;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.05519909
2020-04-06;6;4;2020;18;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.03741271
2020-04-05;5;4;2020;9;2;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02821287
2020-04-04;4;4;2020;5;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02698622
2020-04-03;3;4;2020;2;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02821287
2020-04-02;2;4;2020;3;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02698622
2020-04-01;1;4;2020;2;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.026372900000000005
2020-03-31;31;3;2020;0;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02698622
2020-03-30;30;3;2020;1;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02821287
2020-03-29;29;3;2020;0;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02759954
2020-03-28;28;3;2020;0;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;0.02943951
2020-03-27;27;3;2020;9;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-26;26;3;2020;0;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-25;25;3;2020;6;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-24;24;3;2020;6;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-23;23;3;2020;3;1;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-22;22;3;2020;7;2;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-21;21;3;2020;7;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-20;20;3;2020;0;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-19;19;3;2020;2;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-18;18;3;2020;3;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-17;17;3;2020;2;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-15;15;3;2020;0;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-03-09;9;3;2020;3;0;Bangladesh;BD;BGD;163046173.0;Asie du Sud-Est;
2020-10-21;21;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-10-20;20;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-10-19;19;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.01335094
2020-10-18;18;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.01335094
2020-10-17;17;10;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.05857063
2020-10-16;16;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.71016406
2020-10-15;15;10;2020;5;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.71016406
2020-10-14;14;10;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.96813125
2020-10-13;13;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-10-12;12;10;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-10-11;11;10;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;5.574505
2020-10-10;10;10;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.87769188
2020-10-09;9;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.87769188
2020-10-08;8;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.87769188
2020-10-07;7;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.83247219
2020-10-06;6;10;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.83247219
2020-10-05;5;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-10-04;4;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.83247219
2020-10-03;3;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-10-02;2;10;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-10-01;1;10;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-09-30;30;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-09-29;29;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-09-28;28;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-27;27;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-09-26;26;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-09-25;25;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-24;24;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-23;23;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-22;22;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-09-21;21;9;2020;4;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-09-20;20;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-09-19;19;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-09-18;18;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-09-17;17;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-16;16;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-09-15;15;9;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-09-14;14;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-09-13;13;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-09-12;12;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.87769188
2020-09-11;11;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;5.22609844
2020-09-10;10;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;5.22609844
2020-09-09;9;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;5.574505
2020-09-08;8;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-09-07;7;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-09-06;6;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.96813125
2020-09-05;5;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-09-04;4;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-09-03;3;9;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-09-02;2;9;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.01335094
2020-09-01;1;9;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-08-31;31;8;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-08-30;30;8;2020;4;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.96813125
2020-08-29;29;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-08-28;28;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-08-27;27;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-08-26;26;8;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-08-25;25;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-08-24;24;8;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.61972469
2020-08-23;23;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.96813125
2020-08-22;22;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.61972469
2020-08-21;21;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.01335094
2020-08-20;20;8;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.66494438
2020-08-19;19;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;7.31653781
2020-08-18;18;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.96813125
2020-08-17;17;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.61972469
2020-08-16;16;8;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.75538375
2020-08-15;15;8;2020;4;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.23944938
2020-08-14;14;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.84582313
2020-08-13;13;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.49741657
2020-08-12;12;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.49741657
2020-08-11;11;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.49741657
2020-08-10;10;8;2020;4;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.14901
2020-08-09;9;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;10.45219688
2020-08-08;8;8;2020;5;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;10.45219688
2020-08-07;7;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.40697719
2020-08-06;6;8;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.40697719
2020-08-05;5;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.05857063
2020-08-04;4;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.05857063
2020-08-03;3;8;2020;10;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;9.40697719
2020-08-02;2;8;2020;12;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.27131813
2020-08-01;1;8;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-31;31;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-30;30;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-29;29;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-28;28;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-27;27;7;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-26;26;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-07-25;25;7;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-07-24;24;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-07-23;23;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-07-22;22;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-07-21;21;7;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-07-20;20;7;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-19;19;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-18;18;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-17;17;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-16;16;7;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-07-15;15;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-14;14;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-13;13;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-12;12;7;2020;5;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-07-11;11;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-10;10;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-09;9;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-08;8;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-07;7;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-06;6;7;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-07-05;5;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-07-04;4;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-07-03;3;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-07-02;2;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-07-01;1;7;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-30;30;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-29;29;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-06-28;28;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-06-27;27;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-06-26;26;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-06-25;25;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.34840656
2020-06-24;24;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-23;23;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-22;22;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-21;21;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-20;20;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-19;19;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-18;18;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-17;17;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-16;16;6;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-06-15;15;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-14;14;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-13;13;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-12;12;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-11;11;6;2020;4;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-10;10;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-09;9;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-08;8;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-07;7;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.0
2020-06-06;6;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.69681313
2020-06-05;5;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.69681313
2020-06-04;4;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.69681313
2020-06-03;3;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;0.69681313
2020-06-02;2;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-06-01;1;6;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-05-31;31;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-30;30;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-29;29;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-28;28;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-27;27;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-26;26;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-25;25;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-24;24;5;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-23;23;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-22;22;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-21;21;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-20;20;5;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-05-19;19;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-18;18;5;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-17;17;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-05-16;16;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-05-15;15;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-05-14;14;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-05-13;13;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-05-12;12;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.39362625
2020-05-11;11;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-05-10;10;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-05-09;9;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-08;8;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-07;7;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-06;6;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-05;5;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-04;4;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-05-03;3;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-02;2;5;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-05-01;1;5;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.09043938
2020-04-30;30;4;2020;0;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;1.74203281
2020-04-29;29;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.43884594
2020-04-28;28;4;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-04-27;27;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;2.7872525
2020-04-26;26;4;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.83247219
2020-04-25;25;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.13565906
2020-04-24;24;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;3.48406563
2020-04-23;23;4;2020;1;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.52928531
2020-04-22;22;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;4.18087875
2020-04-21;21;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;5.22609844
2020-04-20;20;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;6.61972469
2020-04-19;19;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;8.3617575
2020-04-18;18;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;10.45219688
2020-04-17;17;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;10.45219688
2020-04-16;16;4;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;10.45219688
2020-04-15;15;4;2020;1;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.58785594
2020-04-14;14;4;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.23944938
2020-04-13;13;4;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.23944938
2020-04-12;12;4;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;14.63307563
2020-04-11;11;4;2020;1;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;14.98148219
2020-04-10;10;4;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;14.63307563
2020-04-09;9;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;15.67829532
2020-04-08;8;4;2020;3;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;15.67829532
2020-04-07;7;4;2020;4;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;14.98148219
2020-04-06;6;4;2020;5;1;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.58785594
2020-04-05;5;4;2020;6;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;12.89104282
2020-04-04;4;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;13.58785594
2020-04-03;3;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;14.98148219
2020-04-02;2;4;2020;11;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;15.32988875
2020-04-01;1;4;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.49741657
2020-03-31;31;3;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;11.84582313
2020-03-30;30;3;2020;7;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-29;29;3;2020;2;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-28;28;3;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-27;27;3;2020;6;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-26;26;3;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-25;25;3;2020;1;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-24;24;3;2020;0;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
2020-03-23;23;3;2020;3;0;Barbade;BB;BRB;287021.0;Amérique latine & Caraïbes;
