GeoId;Pays;Country;Region;Latitude;Longitude;12/31/19;1/1/20;1/2/20;1/3/20;1/4/20;1/5/20;1/6/20;1/7/20;1/8/20;1/9/20;1/10/20;1/11/20;1/12/20;1/13/20;1/14/20;1/15/20;1/16/20;1/17/20;1/18/20;1/19/20;1/20/20;1/21/20;1/22/20;1/23/20;1/24/20;1/25/20;1/26/20;1/27/20;1/28/20;1/29/20;1/30/20;1/31/20;2/1/20;2/2/20;2/3/20;2/4/20;2/5/20;2/6/20;2/7/20;2/8/20;2/9/20;2/10/20;2/11/20;2/12/20;2/13/20;2/14/20;2/15/20;2/16/20;2/17/20;2/18/20;2/19/20;2/20/20;2/21/20;2/22/20;2/23/20;2/24/20;2/25/20;2/26/20;2/27/20;2/28/20;2/29/20;3/1/20;3/2/20;3/3/20;3/4/20;3/5/20;3/6/20;3/7/20;3/8/20;3/9/20;3/10/20;3/11/20;3/12/20;3/13/20;3/14/20;3/15/20;3/16/20;3/17/20;3/18/20;3/19/20;3/20/20;3/21/20;3/22/20;3/23/20;3/24/20;3/25/20;3/26/20;3/27/20;3/28/20;3/29/20;3/30/20;3/31/20;4/1/20;4/2/20;4/3/20;4/4/20;4/5/20;4/6/20;4/7/20;4/8/20;4/9/20;4/10/20;4/11/20;4/12/20;4/13/20;4/14/20;4/15/20;4/16/20;4/17/20;4/18/20;4/19/20;4/20/20;4/21/20;4/22/20;4/23/20;4/24/20;4/25/20;4/26/20;4/27/20;4/28/20;4/29/20;4/30/20;5/1/20;5/2/20;5/3/20;5/4/20;5/5/20;5/6/20;5/7/20;5/8/20;5/9/20;5/10/20;5/11/20;5/12/20;5/13/20;5/14/20;5/15/20;5/16/20;5/17/20;5/18/20;5/19/20;5/20/20;5/21/20;5/22/20;5/23/20;5/24/20;5/25/20;5/26/20;5/27/20;5/28/20;5/29/20;5/30/20;5/31/20;6/1/20;6/2/20;6/3/20;6/4/20;6/5/20;6/6/20;6/7/20;6/8/20;6/9/20;6/10/20;6/11/20;6/12/20;6/13/20;6/14/20;6/15/20;6/16/20;6/17/20;6/18/20;6/19/20;6/20/20;6/21/20;6/22/20;6/23/20;6/24/20;6/25/20;6/26/20;6/27/20;6/28/20;6/29/20;6/30/20;7/1/20;7/2/20;7/3/20;7/4/20;7/5/20;7/6/20;7/7/20;7/8/20;7/9/20;7/10/20;7/11/20;7/12/20;7/13/20;7/14/20;7/15/20;7/16/20;7/17/20;7/18/20;7/19/20;7/20/20;7/21/20;7/22/20;7/23/20;7/24/20;7/25/20;7/26/20;7/27/20;Total
AD;Andorre;Andorra;Europe;42.31;01.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;2;4;2;1;1;1;1;3;1;1;2;1;2;1;0;2;2;0;2;0;1;0;1;0;0;3;0;0;0;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52
AE ;Émirats arabes Unis;United Arabs Emirates;Méditerranée orientale;24.28;54.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;;0;;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;2;0;2;0;1;1;0;2;2;4;2;3;3;5;0;2;2;4;2;3;6;4;8;0;12;6;7;9;7;6;8;7;11;9;11;8;9;11;13;3;2;3;2;2;4;6;4;3;6;4;4;3;1;3;5;2;3;2;2;2;2;3;1;3;1;1;1;5;2;1;2;1;1;1;2;2;2;3;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;3;2;1;2;1;1;1;2;2;1;1;0;0;2;1;1;1;1;1;0;1;0;1;344
AF;Afghanistan;Afghanistan;Méditerranée orientale;34.28;66.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;2;0;4;3;1;0;3;0;3;2;2;4;1;0;3;2;1;4;2;1;4;10;0;3;0;4;4;4;13;5;5;9;2;3;6;5;2;5;3;6;32;0;1;4;5;9;6;12;11;2;1;1;7;8;11;3;8;8;5;24;6;9;18;30;12;15;21;21;20;5;20;7;13;13;42;2;21;12;17;20;21;36;8;20;18;12;13;28;33;12;7;38;56;16;1;20;37;16;0;2;33;49;21;32;17;17;5;4;21;0;35;13;10;1269
AG;Antigua-et-Barbuda;Antigua and Barbuda;Amérique latine;17.20;-61.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
AI;Anguilla;Anguilla;Amérique latine;18.14;-63.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AL;Albanie;Albania;Europe;41.18;19.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;3;1;0;2;3;0;1;1;2;2;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;3;1;1;0;1;2;2;2;2;2;3;4;3;4;3;2;2;3;2;2;0;2;4;4;2;2;4;3;3;4;1;1;4;3;3;5;6;4;138
AM;Arménie;Armenia;Europe;40.10;44.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;3;0;0;1;0;1;1;1;2;0;1;3;1;1;1;0;2;2;0;0;3;1;0;1;1;0;0;2;1;0;2;4;1;0;2;1;1;1;1;1;1;1;3;3;5;1;3;3;3;4;3;4;6;4;7;15;7;7;4;8;19;12;6;7;7;10;11;6;10;18;13;6;5;16;8;9;7;10;13;28;0;26;0;24;10;6;7;0;10;10;6;10;8;7;7;12;18;14;11;13;6;8;8;11;15;13;11;10;9;28;10;4;8;5;6;711
AO;Angola;Angola;Afrique;-12.50;17.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;2;2;2;1;1;0;0;0;2;1;1;2;1;0;0;1;1;1;0;0;0;0;1;3;0;2;0;35
AR;Argentine;Argentina;Amérique latine;-36.30;-63.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;1;0;;0;;0;1;0;0;0;0;0;1;0;1;0;0;2;2;4;5;2;1;4;0;7;3;3;6;3;7;7;5;14;3;7;6;3;7;4;6;7;10;2;8;9;8;6;2;18;1;11;10;7;4;7;12;9;14;4;9;9;11;7;0;5;14;10;24;3;7;3;16;11;10;13;17;12;7;15;17;16;8;12;8;11;17;13;14;5;44;16;16;29;24;18;30;20;30;18;21;24;35;16;50;13;19;32;6;36;39;43;40;10;63;27;44;34;52;16;37;33;79;52;53;42;61;8;85;23;124;62;21;71;42;127;0;133;111;105;125;92;2939
AT;Autriche;Austria;Europe;48.12;16.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;2;0;2;8;9;5;4;18;16;0;18;22;20;18;12;10;18;18;16;23;30;22;24;18;13;18;16;9;17;21;12;9;10;1;31;14;5;23;6;7;20;11;4;5;7;2;2;6;2;1;5;1;3;2;3;1;2;2;0;1;0;3;1;0;2;4;1;1;2;2;23;0;0;0;0;1;1;0;2;0;0;0;0;1;1;1;2;0;1;3;6;1;0;0;2;0;3;0;5;0;2;2;1;2;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;1;0;712
AU;Australie;Australia;Pacifique occidental;-25;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;1;3;2;0;1;2;3;1;1;2;7;4;2;6;3;5;2;2;3;4;0;0;2;0;4;2;1;1;3;0;1;4;2;2;1;4;2;2;1;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;3;2;3;2;4;1;3;2;5;6;6;10;155
AW;Aruba;Aruba;Amérique latine;12.30;-69.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
AZ;Azerbaïdjan;Azerbaidjan;Europe;40.29;49.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;2;0;1;0;1;1;1;0;1;1;0;2;0;3;1;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;2;0;0;3;1;0;1;2;0;1;0;3;1;1;2;1;2;3;0;2;1;2;2;2;3;2;5;3;5;2;4;2;4;5;5;4;6;5;2;4;3;4;7;6;0;9;6;7;6;7;6;7;6;5;8;7;7;8;7;6;9;8;7;9;10;8;6;8;7;6;7;8;7;8;5;9;13;9;6;9;8;9;417
BA;Bosnie-Herzégovine;Bosnia and Herzegovina;Europe;43.52;18.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0;;;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;2;4;1;4;1;3;3;4;4;3;1;1;0;1;0;1;1;1;3;1;1;2;2;2;1;1;2;2;2;2;2;0;5;2;5;1;1;6;6;8;3;6;5;4;4;3;4;2;3;0;1;2;4;2;0;2;2;4;1;2;0;0;0;1;3;0;2;0;0;1;0;0;1;0;2;1;0;1;3;0;0;1;1;0;1;1;1;2;3;2;3;1;2;2;1;2;0;3;3;10;1;6;2;3;2;4;1;8;6;4;0;2;11;5;0;11;2;4;5;283
BB;Barbade;Barbados;Amérique latine;13.05;-59.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
BD;Bangladesh;Bangladesh;Asie du Sud-Est;23.43;90.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;2;1;3;5;3;1;6;3;4;5;7;4;10;15;9;7;10;9;10;7;4;9;5;7;3;8;5;2;5;2;5;1;3;13;7;8;14;11;11;19;14;15;16;14;21;21;16;22;24;20;28;21;21;22;15;23;28;40;22;37;37;35;30;35;42;42;45;37;37;46;44;32;38;53;43;38;45;37;39;38;43;37;39;40;34;43;45;64;41;38;42;29;55;44;55;46;41;37;30;47;39;33;33;39;51;34;37;50;41;42;50;35;38;54;2928
BE;Belgique;Belgium;Europe;50.51;04.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;3;5;6;11;12;22;28;31;39;42;78;74;96;102;123;133;139;169;187;251;212;233;274;235;272;303;317;270;318;288;342;280;275;275;251;205;208;211;198;202;192;176;147;155;176;127;115;98;84;98;73;96;98;81;75;78;70;68;73;62;48;54;46;37;28;35;35;30;32;29;37;24;34;24;40;24;22;13;24;19;22;20;20;14;12;11;12;9;12;12;7;10;5;3;8;7;7;5;4;3;9;12;4;3;5;2;7;5;3;8;2;5;2;2;2;1;3;1;2;0;2;4;0;3;5;5;2;2;1;2;1;3;2;5;1;0;9821
BF;Burkina Faso;Burkina Faso;Afrique;12.15;-01.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;0;0;1;0;0;2;0;0;0;0;0;0;6;0;3;0;2;2;0;0;1;0;2;4;1;2;1;0;1;2;2;0;3;1;0;2;0;1;2;0;0;1;0;0;1;0;1;0;1;1;2;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
BG;Bulgarie;Bulgaria;Europe;42.45;23.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;2;0;4;3;3;2;1;1;0;1;3;1;3;3;1;2;3;0;2;0;2;4;3;2;1;1;2;0;6;2;3;3;1;5;0;6;0;4;2;1;2;2;1;3;3;6;2;2;4;4;5;1;0;4;0;3;0;3;3;1;0;4;0;3;0;13;0;0;4;3;0;1;4;0;2;2;5;3;6;3;6;0;8;1;1;2;4;1;3;4;7;2;0;7;2;5;4;4;5;3;0;0;6;8;7;6;4;4;2;1;8;5;8;8;8;1;2;340
BH;Bahreïn;Bahrain;Méditerranée orientale;26.10;50.30;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;2;0;0;1;1;2;1;2;0;3;2;5;0;3;4;3;1;2;6;2;3;3;2;2;2;2;7;0;5;1;3;5;2;1;2;0;1;0;2;3;1;0;5;0;2;6;4;3;0;2;2;1;1;4;2;1;3;140
BI;Burundi;Burundi;Afrique;-3.26;29.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BJ;Bénin;Benin;Afrique;06.23;02.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;0;0;2;0;0;2;0;0;0;1;0;0;2;3;2;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;2;3;0;0;0;0;0;3;0;0;1;35
BM;Bermudes;Bermuda;Amérique latine;32.20;-64.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
BN;Brunei;Brunei;Pacifique occidental;04.52;115.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
BO;Bolivie;Bolivia;Amérique latine;-16.20;-68.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;1;0;1;3;1;3;1;1;4;3;1;0;1;2;0;1;1;1;3;3;3;1;2;4;3;2;4;3;4;5;5;6;4;5;11;4;8;4;4;6;14;10;12;1;4;5;15;10;16;15;10;10;11;13;6;13;7;10;3;30;33;24;15;12;27;11;10;12;25;21;26;26;26;21;27;20;18;18;25;33;47;26;30;37;21;36;44;57;52;78;70;49;58;56;42;54;47;61;64;52;53;59;32;44;42;65;57;45;67;55;55;79;66;62;48;2583
BQ;Bonaire;Bonaire;Amérique latine;12.10;-68.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR;Brésil;Brazil;Amérique latine;-15.47;-47.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;0;0;0;0;0;0;0;1;3;2;5;7;7;9;12;11;20;15;22;22;23;42;40;58;60;73;54;67;114;133;141;115;68;99;105;204;204;188;217;206;115;113;166;165;407;357;346;189;338;474;449;435;428;421;275;296;600;615;610;751;730;496;396;881;749;844;824;816;485;674;1179;888;1188;1001;965;653;807;1039;1086;1156;1124;956;480;623;1262;1349;1473;1005;904;525;679;1272;1274;1239;909;892;612;627;1282;1269;1238;1206;1022;641;654;1374;1185;1141;990;1109;552;692;1280;1038;1252;1290;1091;602;620;1254;1223;1220;1214;1071;631;733;1300;1233;1322;1163;921;716;632;1367;1284;1311;1156;1211;555;87004
BS;Bahamas;Bahamas;Amérique latine;25.05;-77.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
BT;Bhoutan;Bhutan;Asie du Sud-Est;27.31;89.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BW;Botswana;Botswana;Afrique;-24.38;25.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BY;Biélorussie;Belarus;Europe;53.52;27.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;3;5;0;0;3;3;4;3;3;4;3;4;2;3;2;4;4;3;2;3;4;5;3;4;5;5;4;4;2;4;4;5;4;5;5;5;4;7;4;5;5;4;5;6;4;4;6;5;4;5;5;4;6;5;5;5;6;5;3;5;5;6;4;6;7;6;6;5;5;5;5;4;6;6;7;2;10;3;5;6;5;5;6;4;6;4;5;6;7;7;6;5;6;7;7;6;5;5;5;4;6;6;5;6;4;4;4;4;6;6;0;11;4;534
